score_type	n_features	features_str	median	lower	upper
actual	1	('DCR',)	0.5970149253731343	0.4754353233830846	0.7133028041610131
actual	1	('FEL',)	0.6865671641791045	0.5803482587064677	0.7943407960199005
actual	1	('FRE',)	0.5606060606060606	0.4393939393939394	0.6708333333333334
actual	1	('LW',)	0.5671641791044776	0.47761194029850745	0.6680348258706468
actual	1	('MER',)	0.7727272727272727	0.670273631840796	0.8636363636363636
actual	1	('RL',)	0.5970149253731343	0.4925373134328358	0.7164179104477612
actual	2	('DCR', 'FEL')	0.6818181818181818	0.582089552238806	0.780223880597015
actual	2	('DCR', 'FRE')	0.5909090909090909	0.47761194029850745	0.7014925373134329
actual	2	('DCR', 'LW')	0.676729986431479	0.558305065581185	0.803030303030303
actual	2	('DCR', 'MER')	0.7761194029850746	0.6865671641791045	0.8678030303030304
actual	2	('DCR', 'RL')	0.6515151515151515	0.5223880597014925	0.7343905472636817
actual	2	('FEL', 'FRE')	0.7727272727272727	0.6852611940298508	0.8641960651289009
actual	2	('FEL', 'LW')	0.7611940298507462	0.6567164179104478	0.8542910447761195
actual	2	('FEL', 'MER')	0.7727272727272727	0.6716417910447762	0.8678030303030304
actual	2	('FEL', 'RL')	0.696969696969697	0.582089552238806	0.7943407960199005
actual	2	('FRE', 'LW')	0.6716417910447762	0.5332089552238806	0.764365671641791
actual	2	('FRE', 'MER')	0.7744233378561737	0.6716417910447762	0.8636363636363636
actual	2	('FRE', 'RL')	0.5970149253731343	0.4925373134328358	0.7162878787878789
actual	2	('LW', 'MER')	0.7727272727272727	0.6716417910447762	0.8805970149253731
actual	2	('LW', 'RL')	0.5970149253731343	0.49794776119402984	0.7465909090909092
actual	2	('MER', 'RL')	0.7761194029850746	0.6941090004522841	0.8787878787878788
actual	3	('DCR', 'FEL', 'FRE')	0.7761194029850746	0.696969696969697	0.8678030303030304
actual	3	('DCR', 'FEL', 'LW')	0.7575757575757576	0.6417910447761194	0.8491067390321122
actual	3	('DCR', 'FEL', 'MER')	0.7878787878787878	0.6865671641791045	0.8787878787878788
actual	3	('DCR', 'FEL', 'RL')	0.6818181818181818	0.582089552238806	0.780223880597015
actual	3	('DCR', 'FRE', 'LW')	0.6992311171415649	0.5970149253731343	0.8059701492537313
actual	3	('DCR', 'FRE', 'MER')	0.7878787878787878	0.7014925373134329	0.8787878787878788
actual	3	('DCR', 'FRE', 'RL')	0.6515151515151515	0.5223880597014925	0.7424242424242424
actual	3	('DCR', 'LW', 'MER')	0.7894617819990954	0.6852611940298508	0.8692786069651741
actual	3	('DCR', 'LW', 'RL')	0.7014925373134329	0.5953358208955224	0.8181818181818182
actual	3	('DCR', 'MER', 'RL')	0.7878787878787878	0.696969696969697	0.8656716417910447
actual	3	('FEL', 'FRE', 'LW')	0.7878787878787878	0.6865671641791045	0.8939393939393939
actual	3	('FEL', 'FRE', 'MER')	0.7727272727272727	0.6865671641791045	0.8692786069651741
actual	3	('FEL', 'FRE', 'RL')	0.7727272727272727	0.696969696969697	0.8507462686567164
actual	3	('FEL', 'LW', 'MER')	0.7761194029850746	0.6865671641791045	0.8805970149253731
actual	3	('FEL', 'LW', 'RL')	0.7611940298507462	0.6716417910447762	0.8656716417910447
actual	3	('FEL', 'MER', 'RL')	0.7744233378561737	0.6865671641791045	0.8656716417910447
