features	acc_mean	acc_std	accs	score_type	n_features	features_str
('DCR',)	0.39353333333333335	0.03996893237948138	0.39	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.35	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.35	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.48	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.37	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.43	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.41	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.38	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.4	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.38	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.36	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.34	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.45	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.39	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.46	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.37	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.44	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.39	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.38	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.31	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.33	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.41	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.41	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.45	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.36	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.41	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.41	ka5	1	('DCR',)
('DCR',)	0.39353333333333335	0.03996893237948138	0.42	ka5	1	('DCR',)
