features	acc_mean	acc_std	accs	score_type	n_features	features_str
('DCR',)	0.5773722297602895	0.05864886453820483	0.5223880597014925	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.582089552238806	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5074626865671642	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5606060606060606	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6666666666666666	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5522388059701493	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6865671641791045	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5223880597014925	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6268656716417911	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6268656716417911	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.45454545454545453	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5606060606060606	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5373134328358209	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6567164179104478	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.4925373134328358	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.7014925373134329	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5522388059701493	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6119402985074627	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6363636363636364	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.48484848484848486	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5151515151515151	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5909090909090909	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6268656716417911	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.4925373134328358	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6417910447761194	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6268656716417911	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6268656716417911	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.582089552238806	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5454545454545454	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6060606060606061	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.4696969696969697	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6119402985074627	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6119402985074627	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6417910447761194	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6119402985074627	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.4925373134328358	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6060606060606061	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5454545454545454	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5151515151515151	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5606060606060606	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6567164179104478	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5671641791044776	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5223880597014925	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.44776119402985076	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.7014925373134329	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5074626865671642	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6666666666666666	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6212121212121212	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6417910447761194	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5522388059701493	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.47761194029850745	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.4925373134328358	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.582089552238806	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5970149253731343	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6212121212121212	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6818181818181818	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.6060606060606061	ka5	1	('DCR',)
('DCR',)	0.5773722297602895	0.05864886453820483	0.5757575757575758	ka5	1	('DCR',)
