features	acc_mean	acc_std	accs	score_type	n_features	features_str
('DCR',)	0.3845333333333333	0.03582525490333445	0.37	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.44	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.31	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.43	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.34	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.4	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.32	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.37	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.34	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.49	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.43	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.41	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.33	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.39	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.41	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.43	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.37	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.41	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.43	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.37	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.36	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.34	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.37	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.42	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.45	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.33	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.38	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.4	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.34	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.44	actual	1	('DCR',)
('DCR',)	0.3845333333333333	0.03582525490333445	0.35	actual	1	('DCR',)
